"pubmed","title","authors","year","journal","V1","V2","V3","V4","V5","FiAssign","color"
9620697,"Hemispheric specialization in human dorsal frontal cortex and medial temporal lobe for verbal and nonverbal memory encoding.","Kelley WM, Miezin FM, McDermott KB, Buckner RL, Raichle ME, Cohen NJ, Ollinger JM, Akbudak E, Conturo TE, Snyder AZ, Petersen SE",1998,"Neuron",0.494369230373511,-0.0169610371383536,0.427149345817445,0.17588099535276,0.0711555636313899,"1","#F8766D"
9620698,"Human amygdala activation during conditioned fear acquisition and extinction: a mixed-trial fMRI study.","LaBar KS, Gatenby JC, Gore JC, LeDoux JE, Phelps EA",1998,"Neuron",0.0177437164538364,-0.338352106624908,-0.306655371598441,-0.16008091681806,-0.112812961755516,"5","#619CFF"
9620699,"Brain systems mediating aversive conditioning: an event-related fMRI study.","Buchel C, Morris J, Dolan RJ, Friston KJ",1998,"Neuron",0.292004510785114,-0.471662237665472,-0.183016588148195,-0.178693001768685,-0.116060159042697,"5","#619CFF"
9636217,"Functional organization of spatial and nonspatial working memory processing within the human lateral frontal cortex.","Owen AM, Stern CE, Look RB, Tracey I, Rosen BR, Petrides M",1998,"Proceedings of the National Academy of Sciences of the United States of America",0.377492000776017,0.0234425365361497,0.145264019875599,0.471326797694624,0.157580707583235,"4","#00BFC4"
9714705,"Functional MRI studies of spatial and nonspatial working memory.","D'Esposito M, Aguirre GK, Zarahn E, Ballard D, Shin RK, Lease J",1998,"Brain research. Cognitive brain research",0.274237416253137,0.189267261665657,0.00326247123695691,0.420559953677198,0.174894250875194,"2","#B79F00"
9770542,"Neural systems underlying learning and representation of global motion.","Vaina LM, Belliveau JW, des Roziers EB, Zeffiro TA",1998,"Proceedings of the National Academy of Sciences of the United States of America",0.257400482152179,0.223440490627547,-0.410211559218953,0.0116018639459735,-0.105034479769627,"4","#00BFC4"
9787003,"A specific role for the thalamus in mediating the interaction of attention and arousal in humans.","Portas CM, Rees G, Howseman AM, Josephs O, Turner R, Frith CD",1998,"The Journal of neuroscience : the official journal of the Society for Neuroscience",0.0419308983963554,-0.336362332316799,-0.411505373394111,-0.0441278189992174,-0.104401229875218,"5","#619CFF"
9808463,"A common network of functional areas for attention and eye movements.","Corbetta M, Akbudak E, Conturo TE, Snyder AZ, Ollinger JM, Drury HA, Linenweber MR, Petersen SE, Raichle ME, Van Essen DC, Shulman GL",1998,"Neuron",0.391045554168891,0.263211857020292,-0.207539715105907,0.246331115947394,0.0366174503786191,"4","#00BFC4"
9838166,"Dynamic pattern of brain activation during sequencing of word strings evaluated by fMRI.","Wildgruber D, Kischka U, Ackermann H, Klose U, Grodd W",1999,"Brain research. Cognitive brain research",0.259173418526841,0.294534190907152,0.2738613677969,0.0632776325837197,-0.0660623031777634,"1","#F8766D"
9886448,"Neuropsychological correlates of a right unilateral lacunar thalamic infarction.","Van Der Werf YD, Weerts JG, Jolles J, Witter MP, Lindeboom J, Scheltens P",1999,"Journal of neurology, neurosurgery, and psychiatry",-0.445087313685371,0.36433541551881,-0.088357164971186,0.151145417234689,0.125116785480263,"2","#B79F00"
9988836,"Mapping of grey matter changes in schizophrenia.","Wright IC, Ellison ZR, Sharma T, Friston KJ, Murray RM, McGuire PK",1999,"Schizophrenia research",-0.818769437979636,0.578487071208698,0.288880321652759,-0.288800856640233,0.105068276708081,"2","#B79F00"
9990082,"Covariation of activity in visual and prefrontal cortex associated with subjective visual perception.","Lumer ED, Rees G",1999,"Proceedings of the National Academy of Sciences of the United States of America",0.456224508865342,0.00291602544667803,-0.311667393228339,0.0992762932319347,-0.0293952996055776,"4","#00BFC4"
10022492,"Physiological characteristics of capacity constraints in working memory as revealed by functional MRI.","Callicott JH, Mattay VS, Bertolino A, Finn K, Coppola R, Frank JA, Goldberg TE, Weinberger DR",1999,"Cerebral cortex (New York, N.Y. : 1991)",0.0865232174602594,-0.0225390357689755,0.0844153982539262,0.499462066855101,0.1816334060569,"2","#B79F00"
10022494,"Signal-, set- and movement-related activity in the human brain: an event-related  fMRI study.","Toni I, Schluter ND, Josephs O, Friston K, Passingham RE",1999,"Cerebral cortex (New York, N.Y. : 1991)",0.553973368096909,0.0883996030684843,-0.473881419202286,0.257329008485563,-0.00575504042326369,"4","#00BFC4"
10022496,"The functional anatomy of the normal human auditory system: responses to 0.5 and  4.0 kHz tones at varied intensities.","Lockwood AH, Salvi RJ, Coad ML, Arnold SA, Wack DS, Murphy BW, Burkard RF",1999,"Cerebral cortex (New York, N.Y. : 1991)",0.272595619124694,0.244112926005395,-0.557385428847821,-0.198128265504686,-0.296111822677088,"3","#00BA38"
10051677,"Correlation of regional cerebral blood flow and change of plasma sodium concentration during genesis and satiation of thirst.","Denton D, Shade R, Zamarippa F, Egan G, Blair-West J, McKinley M, Fox P",1999,"Proceedings of the National Academy of Sciences of the United States of America",-0.634147420035034,-0.0555520249009934,-0.47838789626245,-0.389727800160696,-0.226114088549309,"3","#00BA38"
10191322,"Mandarin and English single word processing studied with functional magnetic resonance imaging.","Chee MW, Tan EW, Thiel T",1999,"The Journal of neuroscience : the official journal of the Society for Neuroscience",0.279152246640067,0.568619030475234,0.524750770932592,-0.473641373937744,-0.44344088530021,"1","#F8766D"
10196461,"Mapping of secondary somatosensory cortex activation induced by vibrational stimulation: an fMRI study.","Maldjian JA, Gottschalk A, Patel RS, Pincus D, Detre JA, Alsop DC",1999,"Brain research",-0.0623349779212234,0.635846640767408,-1.0160430539371,-0.215799653003368,-0.249205897949906,"3","#00BA38"
10197540,"Activation of Heschl's gyrus during auditory hallucinations.","Dierks T, Linden DE, Jandl M, Formisano E, Goebel R, Lanfermann H, Singer W",1999,"Neuron",0.0353184663618055,0.338216198352089,-0.136186849565363,-0.137403788646232,-0.126379582848019,"4","#00BFC4"
10200303,"Neuroanatomical correlates of hunger and satiation in humans using positron emission tomography.","Tataranni PA, Gautier JF, Chen K, Uecker A, Bandy D, Salbe AD, Pratley RE, Lawson M, Reiman EM, Ravussin E",1999,"Proceedings of the National Academy of Sciences of the United States of America",-0.443407318265322,-0.325457122834635,-0.479011026865656,-0.227437119157285,-0.097823083719508,"5","#619CFF"
10215087,"Ventromedial prefrontal cortex mediates guessing.","Elliott R, Rees G, Dolan RJ",1999,"Neuropsychologia",0.20132020799798,-0.365476163460999,0.0201487301345761,0.30802831540547,0.268104606382274,"4","#00BFC4"
10216270,"Frontal cortex and the programming of repetitive tapping movements in man: lesion effects and functional neuroimaging.","Lepage M, Beaudoin G, Boulet C, O'Brien I, Marcantoni W, Bourgouin P, Richer F",1999,"Brain research. Cognitive brain research",0.310301415446221,0.517030620825179,-0.531300541428541,0.281747607169172,-0.129108586077801,"3","#00BA38"
10220229,"Learning-related neuronal responses in prefrontal cortex studied with functional  neuroimaging.","Fletcher P, Buchel C, Josephs O, Friston K, Dolan R",1999,"Cerebral cortex (New York, N.Y. : 1991)",0.249145072338671,-0.0154888049188748,0.232081463539488,0.411198802100325,0.232262901705791,"4","#00BFC4"
10227106,"Attenuated frontal activation in schizophrenia may be task dependent.","Curtis VA, Bullmore ET, Morris RG, Brammer MJ, Williams SC, Simmons A, Sharma T, Murray RM, McGuire PK",1999,"Schizophrenia research",0.0531386058324435,0.202143968186752,0.355664627885406,0.0798598006978108,-0.00222385565419075,"1","#F8766D"
10234026,"Recollection and familiarity in recognition memory: an event-related functional magnetic resonance imaging study.","Henson RN, Rugg MD, Shallice T, Josephs O, Dolan RJ",1999,"The Journal of neuroscience : the official journal of the Society for Neuroscience",0.502026043803354,-0.371450368493971,0.628388009158487,0.0571574932703478,0.240333747233948,"4","#00BFC4"
10349031,"An fMRI study of Stroop word-color interference: evidence for cingulate subregions subserving multiple distributed attentional systems.","Peterson BS, Skudlarski P, Gatenby JC, Zhang H, Anderson AW, Gore JC",1999,"Biological psychiatry",0.21080886291842,0.13647460391446,0.0158172733491384,0.255891359790701,0.0556355959367091,"4","#00BFC4"
10355678,"A functional neuroimaging study of the variables that generate category-specific  object processing differences.","Moore CJ, Price CJ",1999,"Brain : a journal of neurology",0.557575644783835,0.178475216331682,0.308317782776188,-0.0768853461089219,-0.0624020805421307,"1","#F8766D"
10355680,"Common inhibitory mechanism in human inferior prefrontal cortex revealed by event-related functional MRI.","Konishi S, Nakajima K, Uchida I, Kikyo H, Kameyama M, Miyashita Y",1999,"Brain : a journal of neurology",0.282874700449758,-0.158988701852669,-0.164822375941852,0.343452096587647,0.0878427954528998,"4","#00BFC4"
10366639,"Differential neural responses during performance of matching and nonmatching to sample tasks at two delay intervals.","Elliott R, Dolan RJ",1999,"The Journal of neuroscience : the official journal of the Society for Neuroscience",0.0751101411985037,-0.0852405085913334,-0.0187836646910469,0.324597229995005,0.0954261408050786,"2","#B79F00"
10376114,"Anterior cingulate cortex dysfunction in attention-deficit/hyperactivity disorder revealed by fMRI and the Counting Stroop.","Bush G, Frazier JA, Rauch SL, Seidman LJ, Whalen PJ, Jenike MA, Rosen BR, Biederman J",1999,"Biological psychiatry",-0.26097908017309,-0.192558776104638,0.11514236820125,0.244255953550612,-0.0135983692930537,"2","#B79F00"
10388796,"Cerebral correlates of preserved cognitive skills in autism: a functional MRI study of embedded figures task performance.","Ring HA, Baron-Cohen S, Wheelwright S, Williams SC, Brammer M, Andrew C, Bullmore ET",1999,"Brain : a journal of neurology",-0.0403380342856528,0.0884621714692787,0.224127601433067,-0.0076299830363755,0.104781527026746,"2","#B79F00"
10388797,"Semantic integration in reading: engagement of the right hemisphere during discourse processing.","St George M, Kutas M, Martinez A, Sereno MI",1999,"Brain : a journal of neurology",0.234729707945761,0.527859413216284,0.48466220835405,-0.321286010938131,-0.116521906780238,"1","#F8766D"
10388802,"Right prefrontal cortex and episodic memory retrieval: a functional MRI test of the monitoring hypothesis.","Henson RN, Shallice T, Dolan RJ",1999,"Brain : a journal of neurology",0.271900968676928,-0.210879558625399,0.38832063859354,0.522074526934244,0.299731187011039,"4","#00BFC4"
10390028,"A neural basis for category and modality specificity of semantic knowledge.","Thompson-Schill SL, Aguirre GK, D'Esposito M, Farah MJ",1999,"Neuropsychologia",0.423602720627681,0.270840149118937,0.224245167598668,0.101876332473039,0.0986868986914608,"1","#F8766D"
10400241,"Motivation effects in a dichotic listening task as evident from functional magnetic resonance imaging in human subjects.","Larisch R, Kotter R, Kehren F, Tosch M, Shah NJ, Kalveram KT, Jancke L, Muller-Gartner HW",1999,"Neuroscience letters",0.0179879637783965,-0.453906682669415,-0.0760805565394386,0.129076234642139,0.0999609771670897,"5","#619CFF"
10402199,"Processing of visually presented sentences in Mandarin and English studied with fMRI.","Chee MW, Caplan D, Soon CS, Sriram N, Tan EW, Thiel T, Weekes B",1999,"Neuron",0.693612667411411,0.650521148303545,1.09590380388892,-0.752641704989538,-0.562734036836629,"1","#F8766D"
10407201,"The time course of the BOLD response in the human auditory cortex to acoustic stimuli of different duration.","Jancke L, Buchanan T, Lutz K, Specht K, Mirzazade S, Shah NJ",1999,"Brain research. Cognitive brain research",0.0696510984857972,0.039987260965,-0.297898776351423,-0.00640471054454068,-0.151201851550191,"4","#00BFC4"
10426417,"The functional neuroanatomy of novelty processing: integrating ERP and fMRI results.","Opitz B, Mecklinger A, Friederici AD, von Cramon DY",1999,"Cerebral cortex (New York, N.Y. : 1991)",0.388330338656524,0.019289143735691,0.12298563683257,0.0543191493652866,-0.0078546258507335,"4","#00BFC4"
10430951,"Distributed representation of objects in the human ventral visual pathway.","Ishai A, Ungerleider LG, Martin A, Schouten JL, Haxby JV",1999,"Proceedings of the National Academy of Sciences of the United States of America",0.501678184410609,0.181101735668484,-0.0524327600985572,0.00441861596560277,0.0275416930088449,"4","#00BFC4"
10430955,"Linear coupling between cerebral blood flow and oxygen consumption in activated human cortex.","Hoge RD, Atkinson J, Gill B, Crelier GR, Marrett S, Pike GB",1999,"Proceedings of the National Academy of Sciences of the United States of America",-0.155729011075234,0.266215872514111,-0.586621715701072,0.177429038241363,-0.234612277326044,"4","#00BFC4"
10450888,"Electrophysiological studies of human face perception. I: Potentials generated in occipitotemporal cortex by face and non-face stimuli.","Allison T, Puce A, Spencer DD, McCarthy G",1999,"Cerebral cortex (New York, N.Y. : 1991)",0.505263204860691,0.237072792479652,-0.160313898170537,-0.135494830978217,-0.12306836076481,"4","#00BFC4"
10450889,"Electrophysiological studies of human face perception. II: Response properties of face-specific potentials generated in occipitotemporal cortex.","McCarthy G, Puce A, Belger A, Allison T",1999,"Cerebral cortex (New York, N.Y. : 1991)",0.579539251635955,0.0326385753004663,-0.38586997079761,-0.216005531585137,-0.196080880934557,"4","#00BFC4"
10498282,"Coexistence of widespread clones and large radial clones in early embryonic ferret cortex.","Ware ML, Tavazoie SF, Reid CB, Walsh CA",1999,"Cerebral cortex (New York, N.Y. : 1991)",-0.421563870939723,0.678440783624827,-0.270723537777816,0.0323359236165707,0.177274261391052,"2","#B79F00"
10506099,"Brain structures related to active and passive finger movements in man.","Mima T, Sadato N, Yazawa S, Hanakawa T, Fukuyama H, Yonekura Y, Shibasaki H",1999,"Brain : a journal of neurology",0.418457301556965,0.668481110646092,-1.34266032946845,-0.0997259509528576,-0.519678876676467,"3","#00BA38"
10531451,"Areas involved in encoding and applying directional expectations to moving objects.","Shulman GL, Ollinger JM, Akbudak E, Conturo TE, Snyder AZ, Petersen SE, Corbetta M",1999,"The Journal of neuroscience : the official journal of the Society for Neuroscience",0.640513092808915,-0.0320499764931879,-0.348417174725268,0.219025658352861,0.0367072656544739,"4","#00BFC4"
10545400,"Perceptual differentiation and category effects in normal object recognition: a PET study.","Gerlach C, Law I, Gade A, Paulson OB",1999,"Brain : a journal of neurology",0.417331108485948,0.103313064224444,0.179621045952123,0.146333425167028,0.124198034927665,"4","#00BFC4"
10554989,"Tactile attention tasks enhance activation in somatosensory regions of parietal cortex: a positron emission tomography study.","Burton H, Abend NS, MacLeod AM, Sinclair RJ, Snyder AZ, Raichle ME",1999,"Cerebral cortex (New York, N.Y. : 1991)",0.480617572623837,0.269801256861017,-0.54267596149262,0.0403427638276866,-0.131403347855752,"4","#00BFC4"
10554992,"When that tune runs through your head: a PET investigation of auditory imagery for familiar melodies.","Halpern AR, Zatorre RJ",1999,"Cerebral cortex (New York, N.Y. : 1991)",0.479978423605832,0.372484572165822,0.0617403699492934,0.0554066534988077,-0.157670526642567,"1","#F8766D"
10554993,"An anatomical landmark for the supplementary eye fields in human revealed with functional magnetic resonance imaging.","Grosbras MH, Lobel E, Van de Moortele PF, LeBihan D, Berthoz A",1999,"Cerebral cortex (New York, N.Y. : 1991)",0.192408449123125,0.577020757036038,-0.657045461076082,0.340008312301556,0.118532968254092,"4","#00BFC4"
10559415,"Neural representation of a rhythm depends on its interval ratio.","Sakai K, Hikosaka O, Miyauchi S, Takino R, Tamada T, Iwata NK, Nielsen M",1999,"The Journal of neuroscience : the official journal of the Society for Neuroscience",0.259380991962352,0.603583178845626,-0.479190826562592,0.615770812794307,0.077391153200915,"4","#00BFC4"
10571235,"Form and content: dissociating syntax and semantics in sentence comprehension.","Dapretto M, Bookheimer SY",1999,"Neuron",0.749019822532251,0.448038853907135,1.03756357637015,-0.544274458326351,-0.269964697210008,"1","#F8766D"
10586971,"The role of the posterior parietal cortex in human object recognition: a functional magnetic resonance imaging study.","Sugio T, Inui T, Matsuo K, Matsuzawa M, Glover GH, Nakai T",1999,"Neuroscience letters",0.6448594137529,0.206201721806143,0.0785391378157188,0.00933063016771442,-0.0165769770771644,"4","#00BFC4"
10594068,"Amygdala-hippocampal involvement in human aversive trace conditioning revealed through event-related functional magnetic resonance imaging.","Buchel C, Dolan RJ, Armony JL, Friston KJ",1999,"The Journal of neuroscience : the official journal of the Society for Neuroscience",0.266043458662937,-0.318352603958877,-0.110299014277758,0.0357474608906815,0.00452594994062654,"5","#619CFF"
10600999,"The effects of age on the neural correlates of episodic encoding.","Grady CL, McIntosh AR, Rajah MN, Beig S, Craik FI",1999,"Cerebral cortex (New York, N.Y. : 1991)",0.233268953621085,-0.116778030248447,0.491423840997922,0.218358535345246,0.148623702671509,"4","#00BFC4"
10601675,"Parietal and cingulate processes in central pain. A combined positron emission tomography (PET) and functional magnetic resonance imaging (fMRI) study of an unusual case.","Peyron R, Garcia-Larrea L, Gregoire MC, Convers P, Richard A, Lavenne F, Barral FG, Mauguiere F, Michel D, Laurent B",2000,"Pain",-0.194126695505952,0.132529185969666,-1.38914497731995,-1.10095337311701,-0.674112666053118,"3","#00BA38"
10617288,"Reading the mind in cartoons and stories: an fMRI study of 'theory of mind' in verbal and nonverbal tasks.","Gallagher HL, Happe F, Brunswick N, Fletcher PC, Frith U, Frith CD",2000,"Neuropsychologia",0.242412446597322,-0.174742260080218,0.205588523028637,-0.000596469880360481,0.270316816634054,"5","#619CFF"
10618448,"Prefrontal cortex and episodic memory retrieval mode.","Lepage M, Ghaffar O, Nyberg L, Tulving E",2000,"Proceedings of the National Academy of Sciences of the United States of America",0.147595753253778,0.262754823984871,0.0695670907646951,0.219894427094015,0.104418955941691,"4","#00BFC4"
10624956,"Human cortical regions involved in extracting depth from motion.","Orban GA, Sunaert S, Todd JT, Van Hecke P, Marchal G",1999,"Neuron",0.362449526106169,0.384024430922089,-0.316487174342255,-0.00756398948668579,-0.000450148332149102,"4","#00BFC4"
10632617,"Neural systems underlying the recognition of familiar and newly learned faces.","Leveroni CL, Seidenberg M, Mayer AR, Mead LA, Binder JR, Rao SM",2000,"The Journal of neuroscience : the official journal of the Society for Neuroscience",0.44261761826296,-0.347592875215375,0.590848524639342,0.131993026087069,0.246601426326488,"4","#00BFC4"
10639391,"Visual function and brain organization in non-decussating retinal-fugal fibre syndrome.","Victor JD, Apkarian P, Hirsch J, Conte MM, Packard M, Relkin NR, Kim KH, Shapley RM",2000,"Cerebral cortex (New York, N.Y. : 1991)",0.369268269804704,0.57040043495405,-0.514549022923679,0.0557441692122253,-0.101239213542401,"3","#00BA38"
10639399,"Functional dissociation between medial and lateral prefrontal cortical spatiotemporal activation in negative and positive emotions: a combined fMRI/MEG  study.","Northoff G, Richter A, Gessner M, Schlagenhauf F, Fell J, Baumgart F, Kaulisch T, Kotter R, Stephan KE, Leschinger A, Hagner T, Bargel B, Witzel T, Hinrichs H, Bogerts B, Scheich H, Heinze HJ",2000,"Cerebral cortex (New York, N.Y. : 1991)",0.0229821253518025,-0.227104648152808,-0.280947341677048,-0.13692888570248,0.0532950574029727,"5","#619CFF"
10643727,"Event-related fMRI: comparison of conditions with varying BOLD overlap.","Pollmann S, Dove A, Yves von Cramon D, Wiggins CJ",2000,"Human brain mapping",0.320417364638981,-0.107291543001342,-0.312613202081448,0.321664644470735,0.116914844841207,"4","#00BFC4"
10648437,"The visual word form area: spatial and temporal characterization of an initial stage of reading in normal subjects and posterior split-brain patients.","Cohen L, Dehaene S, Naccache L, Lehericy S, Dehaene-Lambertz G, Henaff MA, Michel F",2000,"Brain : a journal of neurology",0.245683193812797,0.560510821780733,-0.176068182533677,-0.0880334855045706,-0.149089671184076,"4","#00BFC4"
10648440,"Rapid eye movement sleep behaviour disorder: demographic, clinical and laboratory findings in 93 cases.","Olson EJ, Boeve BF, Silber MH",2000,"Brain : a journal of neurology",-0.870889314122173,0.129068559503336,-0.169357651168562,0.0605812964707949,0.128934171241265,"2","#B79F00"
10656524,"Systematic approach to dipole localization of interictal EEG spikes in children with extratemporal lobe epilepsies.","Ochi A, Otsubo H, Shirasawa A, Hunjan A, Sharma R, Bettings M, Rutka JT, Kamijo K, Yamazaki T, Wilson SB, Snead OC 3rd",2000,"Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology",-0.223202761155293,1.25281538722377,-1.33050916970948,0.972259587418432,0.728601375551617,"4","#00BFC4"
10664825,"SPECT [I-123]iomazenil measurement of the benzodiazepine receptor in panic disorder.","Bremner JD, Innis RB, White T, Fujita M, Silbersweig D, Goddard AW, Staib L, Stern E, Cappiello A, Woods S, Baldwin R, Charney DS",2000,"Biological psychiatry",-1.07775302838314,-0.0532899841343221,-0.127387549006901,0.0363644586629286,-0.397643654130278,"5","#619CFF"
10666552,"Replication and further studies of neural mechanisms of spatial mnemonic processing in humans.","Zarahn E, Aguirre G, D'Esposito M",2000,"Brain research. Cognitive brain research",0.269654760353471,0.032225520277278,-0.115326516584987,0.440841204440902,0.258622817528837,"4","#00BFC4"
10666559,"Functional asymmetry of human prefrontal cortex in verbal and non-verbal episodic memory as revealed by fMRI.","Iidaka T, Sadato N, Yamada H, Yonekura Y",2000,"Brain research. Cognitive brain research",0.410437427317011,-0.0124192556661751,0.387605055978817,0.351933333606297,0.11208103721434,"4","#00BFC4"
10666562,"Prefrontal cortex activation in task switching: an event-related fMRI study.","Dove A, Pollmann S, Schubert T, Wiggins CJ, von Cramon DY",2000,"Brain research. Cognitive brain research",0.352556917157734,-0.0490273374191412,0.0602501962192036,0.339518105072518,0.0879211897810737,"4","#00BFC4"
10678698,"The calculating brain: an fMRI study.","Rickard TC, Romero SG, Basso G, Wharton C, Flitman S, Grafman J",2000,"Neuropsychologia",0.257265985789665,0.187585030929058,0.17445751427532,0.0774509541535986,0.0552424075248627,"4","#00BFC4"
10680764,"Human brain areas involved in the analysis of auditory movement.","Griffiths TD, Green GG, Rees A, Rees G",2000,"Human brain mapping",0.393009861710157,0.386177580215088,-0.37886884947474,0.177437486494911,-0.0335363867941508,"4","#00BFC4"
10683392,"A comparison of egocentric and allocentric spatial memory in a patient with selective hippocampal damage.","Holdstock JS, Mayes AR, Cezayirli E, Isaac CL, Aggleton JP, Roberts N",2000,"Neuropsychologia",0.33551010890551,0.00857177363852605,0.43914192936687,0.904085939174594,0.596599038039756,"4","#00BFC4"
10683393,"Recoding, storage, rehearsal and grouping in verbal short-term memory: an fMRI study.","Henson RN, Burgess N, Frith CD",2000,"Neuropsychologia",0.511681333305517,0.445044358211323,0.308214414189419,0.177913708603988,-0.102300993098255,"4","#00BFC4"
10683398,"Acquisition of novel semantic information in amnesia: effects of lesion location.","Verfaellie M, Koseff P, Alexander MP",2000,"Neuropsychologia",0.0816961593594615,0.220911588398808,0.554882682824901,0.245657456819514,0.401614434643777,"4","#00BFC4"
10684898,"Conscious and unconscious processing of nonverbal predictability in Wernicke's area.","Bischoff-Grethe A, Proper SM, Mao H, Daniels KA, Berns GS",2000,"The Journal of neuroscience : the official journal of the Society for Neuroscience",0.260333504043934,-0.0596563338194602,0.00108587962206393,0.0817703965339133,0.0585091046793696,"4","#00BFC4"
10686176,"The neural correlates of 'deaf-hearing' in man: conscious sensory awareness enabled by attentional modulation.","Engelien A, Huber W, Silbersweig D, Stern E, Frith CD, Doring W, Thron A, Frackowiak RS",2000,"Brain : a journal of neurology",0.303231773432669,0.319698778090625,-0.254288452715424,-0.257013322516885,-0.354461975585525,"4","#00BFC4"
10686183,"Functional MRI evidence for a role of frontal and inferior temporal cortex in amodal components of priming.","Buckner RL, Koutstaal W, Schacter DL, Rosen BR",2000,"Brain : a journal of neurology",0.468572719454257,0.122323886944448,0.357616592333473,0.0607715370644712,-0.0894050373838906,"1","#F8766D"
10689056,"Orienting attention in time: behavioural and neuroanatomical distinction between  exogenous and endogenous shifts.","Coull JT, Frith CD, Buchel C, Nobre AC",2000,"Neuropsychologia",0.520748851311007,-0.0874330169674782,-0.28243466662827,0.460356834797147,0.196374416926694,"4","#00BFC4"
10717412,"Neural substrates for depth perception of the Necker cube; a functional magnetic  resonance imaging study in human subjects.","Inui T, Tanaka S, Okada T, Nishizawa S, Katayama M, Konishi J",2000,"Neuroscience letters",0.555780019273295,0.0496351329873475,-0.275797404235643,0.112499410946559,0.0599426661017045,"4","#00BFC4"
